,method,test
1092,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1092()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1093,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1093()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1094,"  public HttpRequest ignoreCloseExceptions(final boolean ignore) {
    ignoreCloseExceptions = ignore;
    return this;
  }","  public void test1094()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1095,"  public HttpRequest bufferSize(final int size) {
    if (size < 1)
      throw new IllegalArgumentException(""Size must be greater than zero"");
    bufferSize = size;
    return this;
  }","  public void test1095()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1096,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1096()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1097,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1097()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1098,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1098()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1099,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1099()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1100,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1100()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1101,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1101()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1102,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1102()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1103,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1103()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1104,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1104()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1105,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1105()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1106,"  public static HttpRequest put(final CharSequence url)
      throws HttpRequestException {
    return new HttpRequest(url, METHOD_PUT);
  }","  public void test1106()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
}"
1107,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1107()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1108,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1108()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1109,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1109()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1110,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1110()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1111,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1111()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1112,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1112()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1113,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1113()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1114,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1114()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1115,"  public long lastModified() {
    return dateHeader(HEADER_LAST_MODIFIED);
  }","  public void test1115()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1116,"  public String toString() {
    return method() + ' ' + url();
  }","  public void test1116()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1117,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1117()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
1118,"  protected Map<String, String> getParams(final String header) {
    if (header == null || header.length() == 0)
      return Collections.emptyMap();

    final int headerLength = header.length();
    int start = header.indexOf(';') + 1;
    if (start == 0 || start == headerLength)
      return Collections.emptyMap();

    int end = header.indexOf(';', start);
    if (end == -1)
      end = headerLength;

    Map<String, String> params = new LinkedHashMap<String, String>();
    while (start < end) {
      int nameEnd = header.indexOf('=', start);
      if (nameEnd != -1 && nameEnd < end) {
        String name = header.substring(start, nameEnd).trim();
        if (name.length() > 0) {
          String value = header.substring(nameEnd + 1, end).trim();
          int length = value.length();
          if (length != 0)
            if (length > 2 && '""' == value.charAt(0)
                && '""' == value.charAt(length - 1))
              params.put(name, value.substring(1, length - 1));
            else
              params.put(name, value);
        }
      }

      start = end + 1;
      end = header.indexOf(';', start);
      if (end == -1)
        end = headerLength;
    }

    return params;
  }","  public void test1118()  throws Throwable  {
      String string0 = ""G~k]W+V^gtKAN<nz"";
      MockFile mockFile0 = new MockFile(""G~k]W+V^gtKAN<nz"");
      MockFile mockFile1 = new MockFile(mockFile0, ""G~k]W+V^gtKAN<nz"");
      File file0 = mockFile1.getAbsoluteFile();
      boolean boolean0 = mockFile1.setReadable(false);
      URL uRL0 = mockFile1.toURL();
      boolean boolean1 = mockFile0.setReadOnly();
      boolean boolean2 = mockFile1.setReadOnly();
      URL uRL1 = mockFile1.toURL();
      HttpRequest httpRequest0 = HttpRequest.put(uRL1);
      Map<String, String> map0 = httpRequest0.getParams(""If-None-Match"");
}"
