,method,test
790,"    public Boolean endsWith(final Object left, final Object right) {
        if (left == null && right == null) {
            //if both are null L == R
            return true;
        }
        if (left == null || right == null) {
            // we know both aren't null, therefore L != R
            return false;
        }
        if (left instanceof CharSequence) {
            return (toString(left)).endsWith(toString(right));
        }
        return null;
    }","  public void test67()  throws Throwable  {
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(false);
      JexlArithmetic jexlArithmetic1 = jexlArithmetic0.options((JexlOptions) null);
      FileSystemHandling.shouldThrowIOException((EvoSuiteFile) null);
      MapContext mapContext0 = new MapContext();
      JexlArithmetic jexlArithmetic2 = jexlArithmetic1.options((JexlContext) mapContext0);
      mapContext0.clear();
      MathContext mathContext0 = new MathContext(4432);
      mathContext0.toString();
      FileSystemHandling.shouldAllThrowIOExceptions();
      JexlArithmetic jexlArithmetic3 = jexlArithmetic2.createWithOptions(true, mathContext0, Integer.MIN_VALUE);
      mathContext0.toString();
      AtomicBoolean atomicBoolean0 = new AtomicBoolean();
      FileSystemHandling.appendStringToFile((EvoSuiteFile) null, ""precision=4432 roundingMode=HALF_UP"");
      jexlArithmetic3.toBigDecimal(atomicBoolean0);
      Double double0 = new Double(1898.7);
      Double.sum(1898.7, 4432);
      jexlArithmetic2.complement(double0);
      jexlArithmetic3.endsWith(jexlArithmetic2, double0);
  }"
791,"    public JexlArithmetic options(final JexlOptions options) {
        if (options != null) {
            final boolean ostrict = options.isStrictArithmetic();
            MathContext bigdContext = options.getMathContext();
            if (bigdContext == null) {
                bigdContext = getMathContext();
            }
            int bigdScale = options.getMathScale();
            if (bigdScale == Integer.MIN_VALUE) {
                bigdScale = getMathScale();
            }
            if (ostrict != isStrict()
                || bigdScale != getMathScale()
                || bigdContext != getMathContext()) {
                return createWithOptions(ostrict, bigdContext, bigdScale);
            }
        }
        return this;
    }","  public void test68()  throws Throwable  {
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(true);
      AtomicBoolean atomicBoolean0 = new AtomicBoolean(true);
      AtomicBoolean atomicBoolean1 = new AtomicBoolean();
      jexlArithmetic0.negate(atomicBoolean1);
      Boolean boolean0 = jexlArithmetic0.empty(atomicBoolean0);
      jexlArithmetic0.equals((Object) boolean0, (Object) atomicBoolean0);
      JexlOptions jexlOptions0 = new JexlOptions();
      jexlArithmetic0.options(jexlOptions0);
      Random.setNextRandom((-2130706431));
  }"
792,"    public int toInteger(final Object val) {
        if (val == null) {
            controlNullOperand();
            return 0;
        }
        if (val instanceof Double) {
            final Double dval = (Double) val;
            if (Double.isNaN(dval)) {
                return 0;
            }
            return dval.intValue();
        }
        if (val instanceof Number) {
            return ((Number) val).intValue();
        }
        if (val instanceof String) {
            if ("""".equals(val)) {
                return 0;
            }
            return Integer.parseInt((String) val);
        }
        if (val instanceof Boolean) {
            return ((Boolean) val) ? 1 : 0;
        }
        if (val instanceof AtomicBoolean) {
            return ((AtomicBoolean) val).get() ? 1 : 0;
        }
        if (val instanceof Character) {
            return ((Character) val);
        }

        throw new ArithmeticException(""Integer coercion: ""
                + val.getClass().getName() + "":("" + val + "")"");
    }","  public void test69()  throws Throwable  {
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(true);
      AtomicBoolean atomicBoolean0 = new AtomicBoolean(false);
      FileSystemHandling.shouldThrowIOException((EvoSuiteFile) null);
      jexlArithmetic0.equals((Object) atomicBoolean0, (Object) atomicBoolean0);
      Integer integer0 = new Integer((-1567));
      Float float0 = new Float((-2300.21705042));
      Float.sum(767.8273F, 0.0F);
      Float.max(767.8273F, 767.8273F);
      Float.max((-1567), (-1567));
      jexlArithmetic0.greaterThanOrEqual(float0, atomicBoolean0);
      jexlArithmetic0.size((Object) atomicBoolean0, integer0);
      Double double0 = new Double(55.750192);
      jexlArithmetic0.toInteger(double0);
      jexlArithmetic0.arrayBuilder(55);
      jexlArithmetic0.mapBuilder(2435);
      jexlArithmetic0.toInteger(atomicBoolean0);
  }"
793,"    public Object divide(final Object left, final Object right) {
        if (left == null && right == null) {
            return controlNullNullOperands();
        }
        // if both (non null) args fit as long
        final Number ln = asLongNumber(left);
        final Number rn = asLongNumber(right);
        if (ln != null && rn != null) {
            final long x = ln.longValue();
            final long y = rn.longValue();
            if (y == 0L) {
                throw new ArithmeticException(""/"");
            }
            final long result = x  / y;
            return narrowLong(left, right, result);
        }
        // if either are bigdecimal use that type
        if (left instanceof BigDecimal || right instanceof BigDecimal) {
            final BigDecimal l = toBigDecimal(left);
            final BigDecimal r = toBigDecimal(right);
            if (BigDecimal.ZERO.equals(r)) {
                throw new ArithmeticException(""/"");
            }
            final BigDecimal result = l.divide(r, getMathContext());
            return narrowBigDecimal(left, right, result);
        }
        // if either are floating point (double or float) use double
        if (isFloatingPointNumber(left) || isFloatingPointNumber(right)) {
            final double l = toDouble(left);
            final double r = toDouble(right);
            if (r == 0.0) {
                throw new ArithmeticException(""/"");
            }
            return l / r;
        }
        // otherwise treat as integers
        final BigInteger l = toBigInteger(left);
        final BigInteger r = toBigInteger(right);
        if (BigInteger.ZERO.equals(r)) {
            throw new ArithmeticException(""/"");
        }
        final BigInteger result = l.divide(r);
        return narrowBigInteger(left, right, result);
    }","  public void test70()  throws Throwable  {
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(false);
      BigInteger bigInteger0 = BigInteger.ZERO;
      Number number0 = jexlArithmetic0.narrow(bigInteger0);
      jexlArithmetic0.subtract(number0, number0);
      Float float0 = new Float((-2368.8948));
      jexlArithmetic0.subtract(float0, (Object) null);
      AtomicBoolean atomicBoolean0 = new AtomicBoolean();
      atomicBoolean0.getAndSet(false);
      Object object0 = jexlArithmetic0.not(atomicBoolean0);
      FileSystemHandling.shouldThrowIOException((EvoSuiteFile) null);
      Integer integer0 = new Integer((-45));
      Integer.getInteger(""positivize"");
      FileSystemHandling.createFolder((EvoSuiteFile) null);
      Integer.compareUnsigned((-45), (-45));
      Object object1 = jexlArithmetic0.logicalNot(float0);
      FileSystemHandling.createFolder((EvoSuiteFile) null);
      Short short0 = new Short((short)31);
      FileSystemHandling.shouldThrowIOException((EvoSuiteFile) null);
      jexlArithmetic0.lessThan(atomicBoolean0, short0);
      JexlArithmetic.isMultiplyExact((-32768L), (-1677L), (-1677L));
      BigInteger bigInteger1 = jexlArithmetic0.toBigInteger(object0);
      jexlArithmetic0.isPositivizeStable();
      jexlArithmetic0.isNegateStable();
      jexlArithmetic0.divide(object1, bigInteger1);
      Byte byte0 = new Byte((byte) (-109));
      jexlArithmetic0.divide(short0, byte0);
  }"
794,"    public Object or(final Object left, final Object right) {
        final long l = toLong(left);
        final long r = toLong(right);
        return l | r;
    }","  public void test71()  throws Throwable  {
      JexlOptions jexlOptions0 = new JexlOptions();
      jexlOptions0.getMathContext();
      int int0 = 968;
      jexlOptions0.setLexicalShade(true);
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(true, (MathContext) null, 968);
      JexlArithmetic jexlArithmetic1 = jexlArithmetic0.createWithOptions(true, (MathContext) null, 968);
      BigDecimal bigDecimal0 = new BigDecimal((long) 968);
      Class<AtomicBoolean> class0 = AtomicBoolean.class;
      jexlArithmetic0.narrowNumber(bigDecimal0, class0);
      FileSystemHandling.shouldAllThrowIOExceptions();
      Byte byte0 = new Byte((byte)45);
      JexlArithmetic jexlArithmetic2 = jexlArithmetic1.options(jexlOptions0);
      jexlArithmetic2.negate(bigDecimal0);
      Byte.compare((byte) (-2), (byte) (-84));
      Integer integer0 = new Integer((byte) (-2));
      Integer integer1 = Integer.getInteger((String) null, integer0);
      Boolean boolean0 = jexlArithmetic1.isEmpty((Object) integer1);
      Integer integer2 = new Integer(1292);
      jexlArithmetic0.size((Object) boolean0, integer2);
      Class<MathContext> class1 = MathContext.class;
      jexlArithmetic1.narrowNumber(byte0, class1);
      Character character0 = Character.valueOf('{');
      // Undeclared exception!
      try { 
        jexlArithmetic1.or(class1, character0);
        fail(""Expecting exception: ArithmeticException"");
      } catch(ArithmeticException e) {
         //
         // Long coercion: java.lang.Class:(class java.math.MathContext)
         //
         verifyException(""org.apache.commons.jexl3.JexlArithmetic"", e);
      }
  }"
795,"    public BigDecimal toBigDecimal(final Object val) {
        if (val instanceof BigDecimal) {
            return roundBigDecimal((BigDecimal) val);
        }
        if (val == null) {
            controlNullOperand();
            return BigDecimal.ZERO;
        }
        if (val instanceof Double) {
            if (Double.isNaN(((Double) val))) {
                return BigDecimal.ZERO;
            }
            return roundBigDecimal(new BigDecimal(val.toString(), getMathContext()));
        }
        if (val instanceof Number) {
            return roundBigDecimal(new BigDecimal(val.toString(), getMathContext()));
        }
        if (val instanceof Boolean) {
            return BigDecimal.valueOf(((Boolean) val) ? 1. : 0.);
        }
        if (val instanceof AtomicBoolean) {
            return BigDecimal.valueOf(((AtomicBoolean) val).get() ? 1L : 0L);
        }
        if (val instanceof String) {
            final String string = (String) val;
            if ("""".equals(string)) {
                return BigDecimal.ZERO;
            }
            return roundBigDecimal(new BigDecimal(string, getMathContext()));
        }
        if (val instanceof Character) {
            final int i = ((Character) val);
            return new BigDecimal(i);
        }
        throw new ArithmeticException(""BigDecimal coercion: ""
                + val.getClass().getName() + "":("" + val + "")"");
    }","  public void test72()  throws Throwable  {
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(true);
      Pattern pattern0 = JexlArithmetic.FLOAT_PATTERN;
      JexlArithmetic.SetBuilder jexlArithmetic_SetBuilder0 = jexlArithmetic0.setBuilder(46);
      Object object0 = jexlArithmetic_SetBuilder0.create();
      jexlArithmetic0.equals((Object) pattern0, object0);
      MathContext mathContext0 = new MathContext(13);
      jexlArithmetic0.createWithOptions(true, mathContext0, 1602);
      JexlArithmetic jexlArithmetic1 = jexlArithmetic0.createWithOptions(true, mathContext0, 13);
      jexlArithmetic1.toBoolean(mathContext0);
      JexlOptions jexlOptions0 = new JexlOptions();
      String[] stringArray0 = new String[5];
      String string0 = ""_Y62p"";
      stringArray0[0] = ""_Y62p"";
      jexlOptions0.setLexicalShade(true);
      String string1 = ""-Q<S(c0j.&U,m}A"";
      stringArray0[1] = ""-Q<S(c0j.&U,m}A"";
      stringArray0[2] = ""I 9HK+Yv*PK7("";
      stringArray0[3] = ""]: '"";
      stringArray0[4] = ""annotation"";
      jexlOptions0.setFlags(stringArray0);
      JexlArithmetic jexlArithmetic2 = jexlArithmetic1.options(jexlOptions0);
      Class<Long> class0 = Long.TYPE;
      jexlArithmetic2.narrowAccept(class0, class0);
      jexlArithmetic1.size((Object) class0);
      // Undeclared exception!
      try { 
        jexlArithmetic1.toBigDecimal(""]: '"");
        fail(""Expecting exception: NumberFormatException"");
      } catch(NumberFormatException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.math.BigDecimal"", e);
      }
  }"
796,"    public Object divide(final Object left, final Object right) {
        if (left == null && right == null) {
            return controlNullNullOperands();
        }
        // if both (non null) args fit as long
        final Number ln = asLongNumber(left);
        final Number rn = asLongNumber(right);
        if (ln != null && rn != null) {
            final long x = ln.longValue();
            final long y = rn.longValue();
            if (y == 0L) {
                throw new ArithmeticException(""/"");
            }
            final long result = x  / y;
            return narrowLong(left, right, result);
        }
        // if either are bigdecimal use that type
        if (left instanceof BigDecimal || right instanceof BigDecimal) {
            final BigDecimal l = toBigDecimal(left);
            final BigDecimal r = toBigDecimal(right);
            if (BigDecimal.ZERO.equals(r)) {
                throw new ArithmeticException(""/"");
            }
            final BigDecimal result = l.divide(r, getMathContext());
            return narrowBigDecimal(left, right, result);
        }
        // if either are floating point (double or float) use double
        if (isFloatingPointNumber(left) || isFloatingPointNumber(right)) {
            final double l = toDouble(left);
            final double r = toDouble(right);
            if (r == 0.0) {
                throw new ArithmeticException(""/"");
            }
            return l / r;
        }
        // otherwise treat as integers
        final BigInteger l = toBigInteger(left);
        final BigInteger r = toBigInteger(right);
        if (BigInteger.ZERO.equals(r)) {
            throw new ArithmeticException(""/"");
        }
        final BigInteger result = l.divide(r);
        return narrowBigInteger(left, right, result);
    }","  public void test73()  throws Throwable  {
      EvoSuiteFile evoSuiteFile0 = null;
      FileSystemHandling.createFolder((EvoSuiteFile) null);
      boolean boolean0 = false;
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(false);
      BigDecimal bigDecimal0 = BigDecimal.ZERO;
      boolean boolean1 = false;
      MathContext mathContext0 = MathContext.DECIMAL32;
      int int0 = (-1);
      jexlArithmetic0.createWithOptions(false, mathContext0, (-1));
      String string0 = ""org.apache.commons.jexl3.internal.InterpreterBase"";
      // Undeclared exception!
      try { 
        jexlArithmetic0.divide(bigDecimal0, ""org.apache.commons.jexl3.internal.InterpreterBase"");
        fail(""Expecting exception: NumberFormatException"");
      } catch(NumberFormatException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.math.BigDecimal"", e);
      }
  }"
797,"    public Object add(final Object left, final Object right) {
        if (left == null && right == null) {
            return controlNullNullOperands();
        }
        final boolean strconcat = strict
                            ? left instanceof String || right instanceof String
                            : left instanceof String && right instanceof String;
        if (!strconcat) {
            try {
                // if both (non null) args fit as long
                final Number ln = asLongNumber(left);
                final Number rn = asLongNumber(right);
                if (ln != null && rn != null) {
                    final long x = ln.longValue();
                    final long y = rn.longValue();
                    final long result = x + y;
                    // detect overflow, see java8 Math.addExact
                    if (((x ^ result) & (y ^ result)) < 0) {
                        return BigInteger.valueOf(x).add(BigInteger.valueOf(y));
                    }
                    return narrowLong(left, right, result);
                }
                // if either are bigdecimal use that type
                if (left instanceof BigDecimal || right instanceof BigDecimal) {
                    final BigDecimal l = toBigDecimal(left);
                    final BigDecimal r = toBigDecimal(right);
                    final BigDecimal result = l.add(r, getMathContext());
                    return narrowBigDecimal(left, right, result);
                }
                // if either are floating point (double or float) use double
                if (isFloatingPointNumber(left) || isFloatingPointNumber(right)) {
                    final double l = toDouble(left);
                    final double r = toDouble(right);
                    return l + r;
                }
                // otherwise treat as (big) integers
                final BigInteger l = toBigInteger(left);
                final BigInteger r = toBigInteger(right);
                final BigInteger result = l.add(r);
                return narrowBigInteger(left, right, result);
            } catch (final java.lang.NumberFormatException nfe) {
                if (left == null || right == null) {
                    controlNullOperand();
                }
            }
        }
        return toString(left).concat(toString(right));
    }","  public void test74()  throws Throwable  {
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(true);
      FileSystemHandling.createFolder((EvoSuiteFile) null);
      HashMap<String, Object> hashMap0 = new HashMap<String, Object>();
      FileSystemHandling.createFolder((EvoSuiteFile) null);
      MapContext mapContext0 = new MapContext(hashMap0);
      mapContext0.set(""~IAduhvoX"", (Object) null);
      hashMap0.put(""~IAduhvoX"", jexlArithmetic0);
      JexlArithmetic jexlArithmetic1 = jexlArithmetic0.options((JexlContext) mapContext0);
      FileSystemHandling.setPermissions((EvoSuiteFile) null, false, true, true);
      jexlArithmetic1.isPositivizeStable();
      hashMap0.put(""]n^GY_8'"", jexlArithmetic0);
      mapContext0.set("")"", "")"");
      mapContext0.set("")"", jexlArithmetic0);
      Boolean boolean0 = Boolean.FALSE;
      Double double0 = new Double(324L);
      jexlArithmetic0.matches(jexlArithmetic1, double0);
      jexlArithmetic1.contains(mapContext0, boolean0);
      Long long0 = new Long(324L);
      Long.min((-5172L), 324L);
      Double double1 = new Double(3713.09033203125);
      jexlArithmetic0.toLong(double1);
      Long.toUnsignedString(16380L);
      // Undeclared exception!
      try { 
        jexlArithmetic1.add(long0, mapContext0);
        fail(""Expecting exception: ArithmeticException"");
      } catch(ArithmeticException e) {
         //
         // BigInteger coercion: org.apache.commons.jexl3.MapContext:(org.apache.commons.jexl3.MapContext@2)
         //
         verifyException(""org.apache.commons.jexl3.JexlArithmetic"", e);
      }
  }"
798,"    public Object or(final Object left, final Object right) {
        final long l = toLong(left);
        final long r = toLong(right);
        return l | r;
    }","  public void test75()  throws Throwable  {
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(true);
      MathContext mathContext0 = MathContext.DECIMAL32;
      mathContext0.getRoundingMode();
      FileSystemHandling.shouldThrowIOException((EvoSuiteFile) null);
      mathContext0.equals(jexlArithmetic0);
      jexlArithmetic0.size((Object) mathContext0);
      Boolean boolean0 = Boolean.FALSE;
      Boolean.compare(true, true);
      jexlArithmetic0.endsWith(boolean0, boolean0);
      jexlArithmetic0.endsWith(mathContext0, (Object) null);
      MathContext mathContext1 = MathContext.DECIMAL32;
      Float float0 = new Float((double) 0);
      Double double0 = new Double(0);
      jexlArithmetic0.greaterThan(float0, double0);
      // Undeclared exception!
      try { 
        jexlArithmetic0.or((Object) null, mathContext1);
        fail(""Expecting exception: ArithmeticException"");
      } catch(ArithmeticException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jexl3.JexlArithmetic"", e);
      }
  }"
799,"    public Object mod(final Object left, final Object right) {
        if (left == null && right == null) {
            return controlNullNullOperands();
        }
        // if both (non null) args fit as long
        final Number ln = asLongNumber(left);
        final Number rn = asLongNumber(right);
        if (ln != null && rn != null) {
            final long x = ln.longValue();
            final long y = rn.longValue();
            if (y == 0L) {
                throw new ArithmeticException(""%"");
            }
            final long result = x % y;
            return narrowLong(left, right,  result);
        }
        // if either are bigdecimal use that type
        if (left instanceof BigDecimal || right instanceof BigDecimal) {
            final BigDecimal l = toBigDecimal(left);
            final BigDecimal r = toBigDecimal(right);
            if (BigDecimal.ZERO.equals(r)) {
                throw new ArithmeticException(""%"");
            }
            final BigDecimal remainder = l.remainder(r, getMathContext());
            return narrowBigDecimal(left, right, remainder);
        }
        // if either are floating point (double or float) use double
        if (isFloatingPointNumber(left) || isFloatingPointNumber(right)) {
            final double l = toDouble(left);
            final double r = toDouble(right);
            if (r == 0.0) {
                throw new ArithmeticException(""%"");
            }
            return l % r;
        }
        // otherwise treat as integers
        final BigInteger l = toBigInteger(left);
        final BigInteger r = toBigInteger(right);
        if (BigInteger.ZERO.equals(r)) {
            throw new ArithmeticException(""%"");
        }
        final BigInteger result = l.mod(r);
        return narrowBigInteger(left, right, result);
    }","  public void test76()  throws Throwable  {
      MathContext mathContext0 = MathContext.DECIMAL32;
      FileSystemHandling.createFolder((EvoSuiteFile) null);
      AtomicBoolean atomicBoolean0 = new AtomicBoolean();
      mathContext0.equals(atomicBoolean0);
      int int0 = (-563);
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(true, mathContext0, (-563));
      char[] charArray0 = new char[3];
      mathContext0.getPrecision();
      charArray0[0] = '7';
      charArray0[1] = '%';
      String string0 = ""/"";
      FileSystemHandling.appendLineToFile((EvoSuiteFile) null, ""/"");
      charArray0[2] = 'I';
      CharBuffer charBuffer0 = CharBuffer.wrap(charArray0);
      jexlArithmetic0.not(charBuffer0);
      BigDecimal bigDecimal0 = BigDecimal.TEN;
      charBuffer0.clear();
      BigDecimal bigDecimal1 = JexlArithmetic.BIGD_DOUBLE_MAX_VALUE;
      bigDecimal1.negate();
      bigDecimal0.remainder(bigDecimal1, mathContext0);
      // Undeclared exception!
      try { 
        jexlArithmetic0.mod(mathContext0, bigDecimal0);
        fail(""Expecting exception: ArithmeticException"");
      } catch(ArithmeticException e) {
         //
         // BigDecimal coercion: java.math.MathContext:(precision=7 roundingMode=HALF_EVEN)
         //
         verifyException(""org.apache.commons.jexl3.JexlArithmetic"", e);
      }
  }"
800,"    public boolean lessThanOrEqual(final Object left, final Object right) {
        if (left == right) {
            return true;
        }
        if (left == null || right == null) {
            return false;
        }
        return compare(left, right, ""<="") <= 0;
    }","  public void test77()  throws Throwable  {
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(false);
      BigInteger bigInteger0 = BigInteger.ZERO;
      Number number0 = jexlArithmetic0.narrow(bigInteger0);
      jexlArithmetic0.subtract(number0, number0);
      Float float0 = new Float((-2368.8948));
      jexlArithmetic0.subtract(float0, (Object) null);
      AtomicBoolean atomicBoolean0 = new AtomicBoolean();
      FileSystemHandling.shouldAllThrowIOExceptions();
      Object object0 = jexlArithmetic0.not(atomicBoolean0);
      FileSystemHandling.shouldThrowIOException((EvoSuiteFile) null);
      Integer integer0 = new Integer((-45));
      Integer.getInteger(""positivize"");
      FileSystemHandling.createFolder((EvoSuiteFile) null);
      Integer.compareUnsigned((-45), (-45));
      Object object1 = jexlArithmetic0.logicalNot(float0);
      FileSystemHandling.createFolder((EvoSuiteFile) null);
      Short short0 = new Short((short)31);
      jexlArithmetic0.lessThan(atomicBoolean0, short0);
      JexlArithmetic.isMultiplyExact((-32768L), (-1677L), (-1677L));
      BigInteger bigInteger1 = jexlArithmetic0.toBigInteger(object0);
      bigInteger1.min(bigInteger0);
      jexlArithmetic0.isPositivizeStable();
      jexlArithmetic0.isNegateStable();
      FileSystemHandling.appendLineToFile((EvoSuiteFile) null, ""positivize"");
      jexlArithmetic0.divide(object1, bigInteger1);
      jexlArithmetic0.lessThanOrEqual(object0, (Object) null);
  }"
801,"    public long toLong(final Object val) {
        if (val == null) {
            controlNullOperand();
            return 0L;
        }
        if (val instanceof Double) {
            final Double dval = (Double) val;
            if (Double.isNaN(dval)) {
                return 0L;
            }
            return dval.longValue();
        }
        if (val instanceof Number) {
            return ((Number) val).longValue();
        }
        if (val instanceof String) {
            if ("""".equals(val)) {
                return 0L;
            }
            return Long.parseLong((String) val);
        }
        if (val instanceof Boolean) {
            return ((Boolean) val) ? 1L : 0L;
        }
        if (val instanceof AtomicBoolean) {
            return ((AtomicBoolean) val).get() ? 1L : 0L;
        }
        if (val instanceof Character) {
            return ((Character) val);
        }

        throw new ArithmeticException(""Long coercion: ""
                + val.getClass().getName() + "":("" + val + "")"");
    }","  public void test78()  throws Throwable  {
      Byte byte0 = new Byte((byte)36);
      Byte.toUnsignedInt((byte)36);
      BigDecimal bigDecimal0 = new BigDecimal((-3044L));
      Float float0 = new Float((float) 2520);
      Float.min(41.704F, (byte)36);
      FileSystemHandling.shouldAllThrowIOExceptions();
      Long long0 = new Long((-2172L));
      Float float1 = new Float(3.4028234663852886E38);
      MathContext mathContext0 = MathContext.UNLIMITED;
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(false, mathContext0, (-2));
      JexlOptions jexlOptions0 = new JexlOptions();
      JexlArithmetic jexlArithmetic1 = jexlArithmetic0.options(jexlOptions0);
      MapContext mapContext0 = new MapContext();
      mapContext0.clear();
      JexlArithmetic jexlArithmetic2 = jexlArithmetic1.options((JexlContext) mapContext0);
      // Undeclared exception!
      try { 
        jexlArithmetic2.toLong((Object) null);
        fail(""Expecting exception: ArithmeticException"");
      } catch(ArithmeticException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jexl3.JexlArithmetic"", e);
      }
  }"
802,"    public BigDecimal toBigDecimal(final Object val) {
        if (val instanceof BigDecimal) {
            return roundBigDecimal((BigDecimal) val);
        }
        if (val == null) {
            controlNullOperand();
            return BigDecimal.ZERO;
        }
        if (val instanceof Double) {
            if (Double.isNaN(((Double) val))) {
                return BigDecimal.ZERO;
            }
            return roundBigDecimal(new BigDecimal(val.toString(), getMathContext()));
        }
        if (val instanceof Number) {
            return roundBigDecimal(new BigDecimal(val.toString(), getMathContext()));
        }
        if (val instanceof Boolean) {
            return BigDecimal.valueOf(((Boolean) val) ? 1. : 0.);
        }
        if (val instanceof AtomicBoolean) {
            return BigDecimal.valueOf(((AtomicBoolean) val).get() ? 1L : 0L);
        }
        if (val instanceof String) {
            final String string = (String) val;
            if ("""".equals(string)) {
                return BigDecimal.ZERO;
            }
            return roundBigDecimal(new BigDecimal(string, getMathContext()));
        }
        if (val instanceof Character) {
            final int i = ((Character) val);
            return new BigDecimal(i);
        }
        throw new ArithmeticException(""BigDecimal coercion: ""
                + val.getClass().getName() + "":("" + val + "")"");
    }","  public void test79()  throws Throwable  {
      FileSystemHandling fileSystemHandling0 = new FileSystemHandling();
      FileSystemHandling.appendStringToFile((EvoSuiteFile) null, ""C"");
      MathContext mathContext0 = MathContext.DECIMAL64;
      FileSystemHandling fileSystemHandling1 = new FileSystemHandling();
      FileSystemHandling.shouldThrowIOException((EvoSuiteFile) null);
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(false);
      Boolean boolean0 = new Boolean(""C"");
      jexlArithmetic0.isPositivizeStable();
      Object object0 = null;
      Character character0 = Character.valueOf('s');
      jexlArithmetic0.add((Object) null, character0);
      Integer.remainderUnsigned(42, 42);
      RoundingMode roundingMode0 = RoundingMode.HALF_EVEN;
      jexlArithmetic0.startsWith((Object) null, boolean0);
      // Undeclared exception!
      try { 
        jexlArithmetic0.toBigDecimal(mathContext0);
        fail(""Expecting exception: ArithmeticException"");
      } catch(ArithmeticException e) {
         //
         // BigDecimal coercion: java.math.MathContext:(precision=16 roundingMode=HALF_EVEN)
         //
         verifyException(""org.apache.commons.jexl3.JexlArithmetic"", e);
      }
  }"
803,"    public boolean greaterThanOrEqual(final Object left, final Object right) {
        if (left == right) {
            return true;
        }
        if (left == null || right == null) {
            return false;
        }
        return compare(left, right, "">="") >= 0;
    }","  public void test80()  throws Throwable  {
      FileSystemHandling.appendStringToFile((EvoSuiteFile) null, ""$TQE9Pl&D?"");
      JexlArithmetic jexlArithmetic0 = new JexlArithmetic(true);
      boolean boolean0 = false;
      MathContext mathContext0 = MathContext.UNLIMITED;
      int int0 = (-2142558225);
      JexlArithmetic jexlArithmetic1 = jexlArithmetic0.createWithOptions(false, mathContext0, (-2142558225));
      Long long0 = new Long((-1883L));
      String string0 = ""^[+-]?\\d*(\\.\\d*)?([eE][+-]?\\d+)?$"";
      Byte byte0 = new Byte((byte)4);
      // Undeclared exception!
      try { 
        jexlArithmetic1.greaterThanOrEqual(""^[+-]?d*(.d*)?([eE][+-]?d+)?$"", byte0);
        fail(""Expecting exception: NumberFormatException"");
      } catch(NumberFormatException e) {
         //
         // For input string: \""^[+-]?d*(.d*)?([eE][+-]?d+)?$\""
         //
         verifyException(""java.lang.NumberFormatException"", e);
      }
  }"
